Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Shares (Basic)";"Shares (Diluted)";Revenue;"Cost of Revenue";"Gross Profit";"Operating Expenses";"Selling, General & Administrative";"Research & Development";"Depreciation & Amortization";"Operating Income (Loss)";"Non-Operating Income (Loss)";"Interest Expense, Net";"Pretax Income (Loss), Adj.";"Abnormal Gains (Losses)";"Pretax Income (Loss)";"Income Tax (Expense) Benefit, Net";"Income (Loss) from Continuing Operations";"Net Extraordinary Gains (Losses)";"Net Income";"Net Income (Common)"
CSL;446361;USD;2016;FY;2016-12-31;2017-02-13;64226000;64883000;3675400000;-2518100000;1157300000;-719200000;-532000000;-48100000;;438100000;-30600000;-30600000;407500000;3000000;410500000;-159700000;250800000;-700000;250100000;250100000
CSL;446361;USD;2015;FY;2015-12-31;2016-02-08;64844000;65804000;3543200000;-2536500000;1006700000;-503400000;-461900000;-42800000;;503300000;-34000000;-34000000;469300000;-1400000;467900000;-148300000;319600000;100000;319700000;319700000
CSL;446361;USD;2014;FY;2014-12-31;2015-02-10;64170000;65304000;3204000000;-2384500000;819500000;-411200000;-379000000;-33800000;;408300000;-32200000;-32200000;376100000;;376100000;-124400000;251700000;-400000;251300000;251300000
CSL;446361;USD;2013;FY;2013-12-31;2014-02-19;63471000;64806000;2943000000;-2197400000;745600000;-378800000;-353700000;-29300000;;366800000;-33800000;-33800000;333000000;;333000000;-97800000;235200000;-25500000;209700000;209700000
CSL;446361;USD;2012;FY;2012-12-31;2013-02-12;62513000;63610000;2851200000;-2084200000;767000000;-395100000;-356600000;-26100000;;371900000;-25500000;-25500000;346400000;;346400000;-117700000;228700000;41500000;270200000;270200000
CSL;446361;USD;2011;FY;2011-12-31;2012-02-10;61457000;62495000;2492400000;-1908300000;584100000;-318100000;-298800000;-21700000;;266000000;-21000000;-21000000;245000000;;245000000;-73000000;172000000;8300000;180300000;180300000
CSL;446361;USD;2010;FY;2010-12-31;2011-02-16;60901000;61592000;2527700000;-1999000000;528700000;-332600000;-310500000;-23200000;;196100000;-8300000;-8300000;187800000;;187800000;-57200000;130600000;15000000;145600000;145600000
CSL;446361;USD;2009;FY;2009-12-31;2010-07-27;60601000;61234000;2258100000;-1767800000;490300000;-305400000;-274300000;-16400000;;184900000;-9000000;-9000000;175900000;27000000;202900000;-47600000;155300000;-10700000;144600000;144600000
CSL;446361;USD;2018;FY;2018-12-31;2019-02-14;60393000;60786000;4479500000;-3304800000;1174700000;-665700000;-625400000;-55100000;;509000000;-53500000;-53500000;455500000;-9600000;445900000;-87300000;358600000;252500000;611100000;611100000
DRE;446513;USD;2017;FY;2017-12-31;2018-02-16;355762000;362011000;780934000;-64582000;716352000;-529480000;-144401000;;-273561000;309785000;11035000;-87003000;320820000;-30585000;290235000;357000;290592000;1363749000;1634431000;1634431000
DRE;446513;USD;2016;FY;2016-12-31;2017-02-17;349942000;357076000;730511000;-74323000;656188000;-481215000;-135856000;;-242557000;346931000;-35020000;-112757000;311911000;-14079000;297832000;589000;298421000;16857000;312143000;312143000
DRE;446513;USD;2015;FY;2015-12-31;2016-02-19;345057000;352197000;792176000;-93422000;698754000;-525151000;-177735000;;-245764000;438359000;-136895000;-138258000;301464000;-117144000;184320000;3928000;188248000;433613000;615310000;615310000
DRE;446513;USD;2014;FY;2014-12-31;2015-02-20;335777000;340446000;1046851000;-136278000;910573000;-717872000;-249393000;;-346275000;365857000;-100623000;-196186000;265234000;-50488000;214746000;844000;215590000;30865000;243588000;204893000
DRE;446513;USD;2013;FY;2013-12-31;2014-02-21;322133000;326712000;968760000;-127684000;841076000;-692906000;-226506000;;-353456000;216896000;-146171000;-202174000;70725000;-16303000;54422000;5080000;59502000;137047000;190592000;153044000
DRE;446513;USD;2012;FY;2012-12-31;2013-02-22;267900000;267900000;1045079000;-137629000;907450000;-756266000;-301294000;;-348268000;151528000;-233058000;-229417000;-81530000;-4192000;-85722000;103000;-85619000;9751000;-73977000;-126145000
DRE;446513;USD;2011;FY;2011-12-31;2012-02-24;252694000;259598000;1208038000;-129717000;1078321000;-925560000;-523587000;;-305070000;221310000;-210481000;-206770000;10829000;-14119000;-3290000;194000;-3096000;99405000;95565000;31416000
DRE;446513;USD;2010;FY;2010-12-31;2011-02-25;238920000;238920000;1184904000;-134866000;1050038000;-894076000;-528194000;;-276045000;195624000;-187096000;-186407000;8528000;29637000;38165000;1126000;39291000;25971000;65798000;-14108000
DRE;446513;USD;2009;FY;2009-12-31;2010-08-06;201206000;201206000;1083964000;-130811000;953153000;-805547000;-475603000;;-245456000;160300000;-150883000;-151605000;9417000;-255722000;-246305000;6070000;-240235000;-31255000;-260150000;-333601000
DRE;446513;USD;2018;FY;2018-12-31;2019-02-22;357569000;363297000;947870000;-73075000;874795000;-651205000;-210127000;;-312217000;438912000;-46328000;-85006000;392584000;-388000;392196000;-8828000;383368000;3900000;383729000;383729000
ELLI;446590;USD;2017;FY;2017-12-31;2018-03-01;34056962;35805524;417042000;-160910000;256132000;-213994000;-144728000;-69266000;;42138000;3256000;;45394000;;45394000;7456000;52850000;;52850000;52850000
ELLI;446590;USD;2016;FY;2016-12-31;2016-11-01;31179857;32799785;360285000;-120145000;240140000;-184523000;-126022000;-58501000;;55617000;989000;;56606000;;56606000;-18830000;37776000;;37776000;37776000
ELLI;446590;USD;2015;FY;2015-12-31;2015-11-05;29179352;30842584;253937000;-84208000;169729000;-135871000;-95420000;-40451000;;33858000;619000;;34477000;;34477000;-12219000;22258000;;22258000;22258000
ELLI;446590;USD;2014;FY;2014-12-31;2014-11-06;27858828;29593873;161537000;-46283000;115254000;-94133000;-65905000;-28228000;;21121000;488000;;21609000;;21609000;-6786000;14823000;;14823000;14823000
ELLI;446590;USD;2013;FY;2013-12-31;2013-11-07;26581962;28502403;128481000;-32630000;95851000;-76879000;-52184000;-24695000;;18972000;460000;;19432000;;19432000;-6114000;13318000;;13318000;13318000
ELLI;446590;USD;2012;FY;2012-12-31;2012-11-08;23523222;25537192;101845000;-23114000;78731000;-57541000;-39488000;-18053000;;21190000;-43000;;21147000;;21147000;-1683000;19464000;;19464000;19464000
ELLI;446590;USD;2011;FY;2011-12-31;2011-11-10;15618053;20649451;55494000;-15784000;39710000;-38001000;-25026000;-12975000;;1709000;76000;;1785000;;1785000;1835000;3620000;;3620000;3620000
ELLI;446590;USD;2010;FY;2010-12-31;2011-08-10;3495731;17146735;43234000;-12505000;30729000;-29846000;-19378000;-10468000;;883000;119000;;1002000;;1002000;-225000;777000;;777000;777000
ELLI;446590;USD;2018;FY;2018-12-31;2019-03-01;34441000;35787000;480266000;-199925000;280341000;-269461000;-181311000;-88150000;;10880000;3920000;;14800000;;14800000;7775000;22575000;;22575000;22575000
ELS;446592;USD;2017;FY;2017-12-31;2018-02-28;173994000;186850000;925312000;-566836000;358476000;-47361000;-47361000;;;311115000;-100570000;-100570000;210545000;-3933000;206612000;;210377000;;197589000;189904000
EME;446597;USD;2016;FY;2016-12-31;2017-02-23;60769808;61206792;7551524000;-6513662000;1037862000;-725538000;-725538000;;;312324000;-11964000;-11964000;300360000;-3866000;296494000;-111199000;185295000;-3142000;181935000;181935000
EME;446597;USD;2015;FY;2015-12-31;2016-02-25;62789120;63307512;6718726000;-5774247000;944479000;-656573000;-656573000;;;287906000;-8259000;-8259000;279647000;-824000;278823000;-106256000;172567000;-60000;172286000;172286000
EME;446597;USD;2014;FY;2014-12-31;2015-02-26;66331886;67062509;6424965000;-5517719000;907246000;-626478000;-626478000;;;280768000;-8233000;-8233000;272535000;9110000;281645000;-103528000;178117000;-4690000;168664000;168664000
EME;446597;USD;2013;FY;2013-12-31;2014-02-25;67086299;68076841;6333527000;-5511881000;821646000;-580649000;-580649000;;;240997000;-7641000;-7641000;233356000;-647000;232709000;-82286000;150423000;-23069000;123792000;123792000
EME;446597;USD;2012;FY;2012-12-31;2013-02-26;66701869;67738418;6195494000;-5391515000;803979000;-543531000;-543531000;;;260448000;-5719000;-5719000;254729000;-145000;254584000;-97894000;156690000;-7804000;146584000;146584000
EME;446597;USD;2011;FY;2011-12-31;2012-02-27;66780093;68375502;5613459000;-4879510000;733949000;-518121000;-518121000;;;215828000;-9441000;-9441000;206387000;-5035000;201352000;-76764000;124588000;9083000;130826000;130826000
EME;446597;USD;2010;FY;2010-12-31;2011-02-25;66393782;66393782;4851953000;-4158430000;693523000;-472135000;-472135000;;;221388000;-9496000;-9496000;211892000;-240016000;-28124000;-53711000;-81835000;-849000;-86691000;-86691000
EME;446597;USD;2009;FY;2009-12-31;2010-07-29;65910793;67445285;5227699000;-4443474000;784225000;-517302000;-517302000;;;266923000;-3164000;-3164000;263759000;-16801000;246958000;-92553000;154405000;8672000;160756000;160756000
EME;446597;USD;2017;FY;2017-12-31;2018-02-22;59254256;59618969;7686999000;-6539987000;1147012000;-757062000;-757062000;;;389950000;-11805000;-11805000;378145000;-59396000;318749000;-90699000;228050000;-857000;227196000;227196000
EME;446597;USD;2018;FY;2018-12-31;2019-02-21;58112838;58443467;8130631000;-6925178000;1205453000;-799157000;-799157000;;;406296000;-10798000;-10798000;395498000;-470000;395028000;-109106000;285922000;-2345000;283531000;283531000
ES_old;446632;USD;2013;FY;2013-12-31;2014-03-31;;;1804398000;-1606958000;197440000;-170461000;-170461000;;;26979000;-73875000;-76774000;-46896000;0;-46896000;-7769000;-54665000;;-54653000;-54653000
ES_old;446632;USD;2012;FY;2012-12-31;2013-03-18;179279078;179279078;1807505000;-1636779000;170726000;-138211000;-138211000;;;32515000;-10627000;-71211000;21888000;0;21888000;-17959000;3929000;;3982000;3982000
ES_old;446632;USD;2011;FY;2011-12-31;2012-03-15;177637942;177637942;1815514000;-1735826000;79688000;-132386000;-132386000;;;-52698000;-4096000;-73414000;-56794000;-174000000;-230794000;37145000;-193649000;;-196181000;-196181000
ES_old;446632;USD;2010;FY;2010-12-31;2011-08-09;177075688;177075688;1752042000;-1552866000;199176000;-133184000;-133184000;;;65992000;-21708000;-71487000;44284000;-35000000;9284000;-29204000;-19920000;;-22001000;-22001000
ES_old;446632;USD;2009;FY;2009-12-31;2010-08-05;176636048;176872770;1623893000;-1408232000;215661000;-125319000;-125319000;;;90342000;-23791000;-30403000;66551000;;66551000;-14588000;51963000;;50832000;50832000
FICO;446774;USD;2018;FY;2018-09-30;2018-11-09;29711000;31180000;1032475000;-310699000;721776000;-515339000;-380362000;-128383000;-6594000;206437000;-18427000;-31311000;188010000;0;188010000;-45595000;142415000;;142415000;142415000
FICO;446774;USD;2017;FY;2017-09-30;2017-11-09;30862000;32245000;932169000;-287123000;645046000;-463375000;-339796000;-110870000;-12709000;181671000;-25876000;-25790000;155795000;-4471000;151324000;-23068000;128256000;;128256000;128256000
FICO;446774;USD;2016;FY;2016-09-30;2016-07-28;31129000;32308000;881356000;-265173000;616183000;-446591000;-328940000;-103669000;-13982000;169592000;-25023000;-26633000;144569000;0;144569000;-35121000;109448000;;109448000;109448000
FICO;446774;USD;2015;FY;2015-09-30;2015-07-30;31402000;32609000;838781000;-270535000;568246000;-412499000;-300002000;-98824000;-13673000;155747000;-28267000;-29150000;127480000;-18242000;109238000;-22736000;86502000;;86502000;86502000
FICO;446774;USD;2014;FY;2014-09-30;2014-07-28;33870000;34864000;788985000;-249281000;539704000;-373555000;-278203000;-83435000;-11917000;166149000;-28737000;-28550000;137412000;-4281000;133131000;-38252000;94879000;;94879000;94879000
FICO;446774;USD;2013;FY;2013-09-30;2013-04-29;35332000;36292000;743444000;-229468000;513976000;-348897000;-268395000;-66967000;-13535000;165079000;-29609000;-30227000;135470000;-3486000;131984000;-41889000;90095000;;90095000;90095000
FICO;446774;USD;2012;FY;2012-09-30;2012-07-30;34909000;36063000;676423000;-197947000;478476000;-304993000;-238522000;-59527000;-6944000;173483000;-32115000;-31417000;141368000;-5125000;136243000;-44239000;92004000;;92004000;92004000
FICO;446774;USD;2011;FY;2011-09-30;2011-08-08;39359000;39988000;619683000;-186470000;433213000;-293485000;-223615000;-62129000;-7741000;139728000;-29882000;-30172000;109846000;-12391000;97455000;-25893000;71562000;;71562000;71562000
FICO;446774;USD;2010;FY;2010-09-30;2010-08-06;44903000;45308000;605643000;-180932000;424711000;-309745000;-225263000;-73581000;-10901000;114966000;-21045000;-22436000;93921000;-1617000;92304000;-27847000;64457000;;64457000;64457000
FICO;446774;USD;2009;FY;2009-09-30;2010-08-06;48658000;48776000;630735000;-206448000;424287000;-295836000;-209319000;-73626000;-12891000;128451000;-19177000;-20764000;109274000;-11704000;97570000;-32105000;65465000;-363000;65102000;65102000
G;446906;USD;2016;FY;2016-12-31;2017-03-01;206861536;210126023;2570756000;-1554707000;1016049000;-675272000;-653029000;;-27183000;340777000;-13762000;-16184000;327015000;2630000;329645000;-62098000;267547000;;269684000;269684000
G;446906;USD;2015;FY;2015-12-31;2016-02-26;216606542;219145044;2461044000;-1493547000;967497000;-633305000;-608114000;;-28513000;334192000;-37707000;-31267000;296485000;5269000;301754000;-61937000;239817000;;239817000;239817000
G;446906;USD;2014;FY;2014-12-31;2015-02-27;220847098;225168665;2279438000;-1378088000;901350000;-607319000;-585646000;;-28543000;294031000;-32078000;-29395000;261953000;-12363000;249590000;-57419000;192171000;;192002000;192002000
G;446906;USD;2013;FY;2013-12-31;2014-02-28;229348411;235754267;2131997000;-1319571000;812426000;-502899000;-484810000;;-23645000;309527000;-24139000;;285388000;20763000;306151000;-71100000;235051000;;229717000;229717000
G;446906;USD;2012;FY;2012-12-31;2013-03-01;223696567;229532516;1901971000;-1157766000;744205000;-479860000;-456611000;;-23233000;264345000;-14482000;;249863000;13146000;263009000;-78419000;184590000;;178216000;178216000
G;446906;USD;2011;FY;2011-12-31;2012-02-29;221567502;226354403;1600436000;-1004899000;595537000;-379293000;-357959000;;-19974000;216244000;10389000;;226633000;35099000;261732000;-70656000;191076000;;184294000;184294000
G;446906;USD;2010;FY;2010-12-31;2011-03-01;219310327;224838529;1258963000;-788522000;470441000;-292577000;-282102000;;-15959000;177864000;4233000;;182097000;1137000;183234000;-34203000;149031000;;142181000;142181000
G;446906;USD;2009;FY;2009-12-31;2010-08-09;215503749;220066345;1120071000;-672624000;447447000;-285267000;-265392000;;-25969000;162180000;3737000;;165917000;-5493000;160424000;-25466000;134958000;;127301000;127301000
G;446906;USD;2017;FY;2017-12-31;2018-03-01;193864755;197049552;2736929000;-1683704000;1053225000;-724598000;-689847000;;-36412000;328627000;-10040000;-31735000;318587000;1996000;320583000;-59742000;260841000;;263111000;263111000
G;446906;USD;2018;FY;2018-12-31;2019-03-01;190674740;193980038;3000790000;-1921768000;1079022000;-730870000;-693865000;;-38850000;348152000;-1370000;-37119000;346782000;15239000;362021000;-80763000;281258000;;282019000;282019000
GWR;447280;USD;2016;FY;2016-12-31;2017-03-01;57324000;58256000;2001527000;-1435329000;566198000;-222574000;;;;343624000;-74121000;-74534000;269503000;-54012000;215491000;-74395000;141096000;;141137000;141137000
GWR;447280;USD;2015;FY;2015-12-31;2016-02-29;56734000;57848000;2000401000;-1410123000;590278000;-194594000;;;;395684000;-64644000;-66592000;331040000;-30109000;300931000;-75894000;225037000;;225037000;225037000
GWR;447280;USD;2014;FY;2014-12-31;2015-02-27;55305000;56972000;1639012000;-1078387000;560625000;-143096000;;;;417529000;-53458000;-54717000;364071000;4042000;368113000;-107107000;261006000;;260755000;260755000
GWR;447280;USD;2013;FY;2013-12-31;2014-02-27;53788000;56679000;1568643000;-1045118000;523525000;-147948000;;;;375577000;-62596000;-63923000;312981000;4611000;317592000;-46296000;271296000;;271296000;269157000
GWR;447280;USD;2012;FY;2012-12-31;2013-03-01;42693000;51316000;874916000;-587398000;287518000;-102859000;;;;184659000;-56938000;-59120000;127721000;-28886000;98835000;-46402000;52433000;;52433000;48058000
GWR;447280;USD;2011;FY;2011-12-31;2012-02-27;39912000;42772000;829096000;-562646000;266450000;-64406000;;;;202044000;-34671000;-35374000;167373000;-9358000;158015000;-38531000;119484000;;119484000;119484000
GWR;447280;USD;2010;FY;2010-12-31;2011-02-25;38886000;41889000;630195000;-425984000;204211000;-57607000;;;;146604000;-21577000;-20750000;125027000;-16194000;108833000;-30164000;78669000;2591000;81260000;81260000
GWR;447280;USD;2009;FY;2009-12-31;2010-08-06;36146000;38974000;544866000;-381511000;163355000;-46535000;;;;116820000;-23722000;-25837000;93098000;-17107000;75991000;-15916000;60075000;1398000;61327000;61327000
GWR;447280;USD;2017;FY;2017-12-31;2018-02-28;61579000;62464000;2208044000;-1589702000;618342000;-197945000;;;;420397000;-102943000;-105209000;317454000;-21935000;295519000;261259000;556778000;;549051000;549051000
GWR;447280;USD;2018;FY;2018-12-31;2019-02-26;59745000;60628000;2348550000;-1705113000;643437000;-198480000;;;;444957000;-104651000;-104463000;340306000;-21445000;318861000;-64535000;254326000;;244418000;244418000
GXP;447283;USD;2016;FY;2016-12-31;2017-02-23;169400000;169800000;2676000000;-674900000;2001100000;-1348000000;-759500000;;-344800000;653100000;-158700000;-161500000;494400000;-34200000;460200000;-172200000;290000000;;290000000;273500000
GXP;447283;USD;2015;FY;2015-12-31;2016-02-24;154200000;154800000;2502200000;-697800000;1804400000;-1274300000;-724800000;;-330400000;530100000;-195600000;-199300000;334500000;0;334500000;-122700000;213000000;;213000000;211400000
GXP;447283;USD;2014;FY;2014-12-31;2015-02-25;153900000;154100000;2568200000;-817200000;1751000000;-1216500000;-701900000;;-306000000;534500000;-176000000;-188500000;358500000;0;358500000;-115700000;242800000;;242800000;241200000
GXP;447283;USD;2013;FY;2013-12-31;2014-02-26;153500000;153700000;2446300000;-718600000;1727700000;-1158500000;-671400000;;-289700000;569200000;-189600000;-198400000;379600000;;379600000;-129200000;250200000;;250200000;248600000
GXP;447283;USD;2012;FY;2012-12-31;2013-02-28;145500000;147200000;2309900000;-668900000;1641000000;-1106400000;-647300000;;-272300000;534600000;-234000000;-220800000;300600000;4200000;304800000;-104600000;199800000;;199800000;198200000
GXP;447283;USD;2011;FY;2011-12-31;2012-02-28;135600000;138700000;2318000000;-717400000;1600600000;-1108100000;-658200000;;-273100000;492500000;-220700000;-218400000;271800000;-15000000;256800000;-82500000;174200000;;174400000;172800000
