Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Shares (Basic)";"Shares (Diluted)";"Net Income/Starting Line";"Depreciation & Amortization";"Non-Cash Items";"Change in Working Capital";"Change in Accounts Receivable";"Change in Inventories";"Change in Accounts Payable";"Change in Other";"Net Cash from Operating Activities";"Change in Fixed Assets & Intangibles";"Net Change in Long Term Investment";"Net Cash from Acquisitions & Divestitures";"Net Cash from Investing Activities";"Dividends Paid";"Cash from (Repayment of) Debt";"Cash from (Repurchase of) Equity";"Net Cash from Financing Activities";"Net Change in Cash"
DXCM;352596;USD;2012;FY;2012-12-31;2013-02-21;68700000;68700000;-54500000;6600000;18600000;-3800000;;;;;-33100000;-9500000;37900000;;28400000;;6600000;3600000;10200000;5500000
DXCM;352596;USD;2011;FY;2011-12-31;2012-02-23;65600000;65600000;-44700000;3800000;15200000;-4400000;;;;;-30100000;-8000000;-38400000;;-46400000;;-500000;74700000;74200000;-2300000
DXCM;352596;USD;2010;FY;2010-12-31;2011-08-03;56900000;56900000;-55200000;2400000;20500000;-10400000;;;;;-42700000;-6900000;-18700000;;-25600000;;-900000;70500000;69600000;1300000
DXCM;352596;USD;2016;FY;2016-12-31;2017-02-28;83600000;83600000;-65600000;15000000;113100000;-6300000;;;;;56200000;-55700000;-500000;300000;-55900000;;-2300000;10400000;8100000;8400000
DXCM;352596;USD;2017;FY;2017-12-31;2018-02-27;86300000;86300000;-50200000;16100000;123500000;2600000;;;;;92000000;-66000000;-78400000;0;-144400000;;389000000;10100000;399100000;347000000
DXCM;352596;USD;2018;FY;2018-12-31;2019-02-21;88200000;88200000;-127100000;29100000;262100000;-40900000;;;;;123200000;-67100000;-61400000;-11300000;-139800000;;836600000;-89200000;710400000;695600000
EFH;352819;USD;2014;FY;2014-12-31;2015-03-31;;;-6406000000;1453000000;4834000000;523000000;;;;;404000000;-386000000;;4989000000;4404000000;;-2546000000;;-2597000000;2211000000
EFH;352819;USD;2013;FY;2013-12-31;2014-04-30;;;-2325000000;1521000000;284000000;17000000;;;;;-503000000;-501000000;;0;-503000000;;-187000000;;310000000;-696000000
EFH;352819;USD;2012;FY;2012-12-31;2013-02-19;;;-3360000000;1552000000;2060000000;-1070000000;;;;;-818000000;-664000000;;0;-889000000;;3596000000;;2794000000;1087000000
EFH;352819;USD;2011;FY;2011-12-31;2012-02-21;;;-1913000000;1743000000;435000000;576000000;;;;;841000000;-507000000;;;-509000000;;-136000000;;-1040000000;-708000000
EFH;352819;USD;2010;FY;2010-12-31;2011-07-29;;;-2812000000;1689000000;2489000000;-260000000;;;;;1106000000;-709000000;;;-654000000;;-326000000;;-78000000;374000000
PSX;353084;USD;2017;FY;2017-12-31;2018-02-23;515090000;518508000;5248000000;1318000000;-2980000000;62000000;;;;;3648000000;-1756000000;;;-1146000000;-1395000000;-170000000;-350000000;-2111000000;408000000
PSX;353084;USD;2016;FY;2016-12-31;2016-10-28;527531000;530066000;1644000000;1168000000;-350000000;501000000;;;;;2963000000;-3120000000;;;-3158000000;-1282000000;1257000000;-36000000;-178000000;-363000000
PSX;353084;USD;2015;FY;2015-12-31;2015-10-30;542355000;546977000;4280000000;1078000000;576000000;-221000000;;;;;5713000000;-5744000000;;;-5738000000;-1172000000;243000000;-1097000000;-2117000000;-2133000000
PSX;353084;USD;2014;FY;2014-12-31;2014-10-30;565902000;571504000;4091000000;995000000;-539000000;-1020000000;;;;;3529000000;-2532000000;;;-2296000000;-1062000000;2438000000;-2281000000;-1362000000;-193000000
PSX;353084;USD;2013;FY;2013-12-31;2013-10-31;612918000;618989000;3682000000;947000000;433000000;880000000;;;;;6027000000;-630000000;;;-444000000;-807000000;-1020000000;-1836000000;-3679000000;1926000000
PSX;353084;USD;2012;FY;2012-12-31;2012-11-01;628835000;636764000;4083000000;906000000;410000000;-1140000000;;;;;4296000000;-1515000000;;;-1535000000;-282000000;1329000000;-309000000;699000000;3474000000
PSX;353084;USD;2011;FY;2011-12-31;2012-05-16;627628000;634645000;4737000000;902000000;-1000000000;314000000;;;;;5006000000;1611000000;;;2492000000;0;-7497000000;0;-7498000000;0
PSX;353084;USD;2018;FY;2018-12-31;2019-02-22;470708000;474047000;5873000000;1356000000;617000000;-273000000;;;;;7573000000;-2583000000;;;-2471000000;-1436000000;1040000000;-4478000000;-5167000000;-100000000
MPC;353184;USD;2015;FY;2015-12-31;2016-02-26;538000000;542000000;2868000000;1646000000;575000000;-1028000000;;;;;4061000000;-1998000000;;-1218000000;-3441000000;-613000000;767000000;-932000000;-987000000;-367000000
MPC;353184;USD;2014;FY;2014-12-31;2015-02-27;570000000;574000000;2555000000;1326000000;-80000000;-691000000;;;;;3110000000;-1480000000;;-2821000000;-4543000000;-524000000;3245000000;-1884000000;635000000;-798000000
MPC;353184;USD;2013;FY;2013-12-31;2014-02-28;630000000;634000000;2133000000;1220000000;-167000000;219000000;;;;;3405000000;-1206000000;;-1515000000;-2756000000;-484000000;-21000000;-2745000000;-3217000000;-2568000000
MPC;353184;USD;2012;FY;2012-12-31;2013-02-28;680000000;684000000;3393000000;995000000;591000000;-487000000;;;;;4492000000;-1369000000;;-190000000;-1452000000;-407000000;-17000000;-835000000;-1259000000;1781000000
MPC;353184;USD;2011;FY;2011-12-31;2012-02-29;712000000;714000000;2389000000;891000000;-41000000;70000000;;;;;3309000000;-1185000000;2404000000;-74000000;1295000000;-160000000;-641000000;1000000;-1643000000;2961000000
MPC;353184;USD;2010;FY;2010-12-31;2011-08-09;712000000;716000000;623000000;941000000;319000000;334000000;;;;;2217000000;-1217000000;-1690000000;;-2145000000;;1248000000;;-82000000;-10000000
MPC;353184;USD;2016;FY;2016-12-31;2017-02-24;528000000;530000000;1213000000;2001000000;531000000;241000000;;;;;3986000000;-2892000000;;0;-2941000000;-719000000;-421000000;590000000;-1285000000;-240000000
MPC;353184;USD;2017;FY;2017-12-31;2018-02-28;507000000;512000000;3804000000;2114000000;-1136000000;1827000000;;;;;6609000000;-2732000000;;-249000000;-3394000000;-773000000;2269000000;-1853000000;-1091000000;2124000000
MPC;353184;USD;2018;FY;2018-12-31;2019-02-28;518000000;526000000;3606000000;2490000000;340000000;-278000000;;;;;6158000000;-3578000000;;-3822000000;-7670000000;-954000000;5444000000;-3263000000;222000000;-1290000000
S;353395;USD;2017;FY;2018-03-31;2018-05-24;3999000000;4078000000;7377000000;8580000000;-7011000000;1116000000;;;;;10062000000;-10368000000;7202000000;;-6135000000;;11000000;;-210000000;3717000000
S;353395;USD;2016;FY;2017-03-31;2017-05-26;3981000000;3981000000;-1206000000;8150000000;-9001000000;-1233000000;;;;;-3290000000;-6790000000;4621000000;;-1695000000;;5549000000;;5286000000;301000000
S;353395;USD;2015;FY;2016-03-31;2016-05-17;3969000000;3969000000;-1995000000;7088000000;-6409000000;893000000;;;;;-423000000;-10614000000;418000000;;-1415000000;;456000000;;469000000;-1369000000
S;353395;USD;2014;FY;2015-03-31;2015-08-07;3953000000;3953000000;-3345000000;5349000000;2381000000;-1935000000;;;;;2450000000;-5852000000;3131000000;;-4714000000;;1356000000;;1304000000;-960000000
SLB;353500;USD;2017;FY;2017-12-31;2018-01-24;1388000000;1388000000;-1513000000;3837000000;4022000000;-683000000;;;;;5663000000;-2107000000;-1609000000;-847000000;-1779000000;-2778000000;-1612000000;-672000000;-5033000000;-1130000000
SLB;353500;USD;2016;FY;2016-12-31;2016-10-26;1357000000;1357000000;-1627000000;4094000000;4040000000;-246000000;;;;;6261000000;-2055000000;-1031000000;-2398000000;-624000000;-2647000000;-2377000000;-363000000;-5428000000;136000000
SLB;353500;USD;2015;FY;2015-12-31;2015-10-21;1267000000;1275000000;2135000000;4078000000;2868000000;-276000000;;;;;8805000000;-2410000000;-953000000;-443000000;-10252000000;-2419000000;5791000000;-1734000000;1374000000;-337000000
SLB;353500;USD;2014;FY;2014-12-31;2014-10-22;1295000000;1308000000;5711000000;4094000000;1954000000;-564000000;;;;;11195000000;-3976000000;-740000000;-1008000000;-5580000000;-1968000000;-37000000;-3853000000;-5896000000;-342000000
SLB;353500;USD;2013;FY;2013-12-31;2013-10-23;1323000000;1333000000;6843000000;3879000000;-196000000;164000000;;;;;10690000000;-3943000000;-902000000;-1210000000;-6879000000;-1608000000;1450000000;-2059000000;-2199000000;1567000000
SLB;353500;USD;2012;FY;2012-12-31;2012-10-24;1330000000;1339000000;5259000000;3647000000;4000000;-1995000000;;;;;6915000000;-4694000000;-372000000;-845000000;-7545000000;-1432000000;1636000000;-562000000;-339000000;200000000
SLB;353500;USD;2011;FY;2011-12-31;2011-10-26;1349000000;1361000000;4526000000;3274000000;-216000000;-1704000000;;;;;5880000000;-4004000000;;-186000000;-3898000000;-1300000000;1773000000;-2560000000;-2700000000;-59000000
SLB;353500;USD;2010;FY;2010-12-31;2010-10-29;1250000000;1263000000;4253000000;2757000000;-1828000000;327000000;;;;;5509000000;-2912000000;;-702000000;-2936000000;-1040000000;933000000;-1316000000;-1409000000;1147000000
SLB;353500;USD;2009;FY;2009-12-31;2009-10-28;1198000000;1214000000;3164000000;2476000000;-395000000;66000000;;;;;5311000000;-2395000000;;-514000000;-4070000000;-1006000000;108000000;-294000000;-1188000000;8000000
SLB;353500;USD;2008;FY;2008-12-31;2009-07-29;1196000000;1224000000;5460000000;2269000000;-259000000;-571000000;;;;;6899000000;-3723000000;;-345000000;-5149000000;-964000000;470000000;-1468000000;-1825000000;-14000000
SLB;353500;USD;2018;FY;2018-12-31;2019-01-23;1385000000;1393000000;2177000000;3556000000;385000000;-405000000;;;;;5713000000;-2160000000;-981000000;287000000;-1040000000;-2770000000;-2048000000;-139000000;-5020000000;-366000000
SWKS;353611;USD;2016;FY;2016-09-30;2016-11-22;188700000;192100000;995200000;247800000;52600000;-199900000;121400000;-147300000;-181500000;7500000;1095700000;-195300000;;-55600000;-250900000;-201000000;;-497500000;-804600000;40200000
SWKS;353611;USD;2015;FY;2015-09-30;2015-11-24;189500000;194900000;798300000;195800000;60000000;-61300000;-222200000;3600000;90500000;66800000;992800000;-430100000;;-24600000;-454700000;-123100000;;-180300000;-300300000;237800000
SWKS;353611;USD;2014;FY;2014-09-30;2014-11-25;187200000;192600000;457700000;122700000;66600000;125400000;-12400000;-6100000;74200000;69700000;772400000;-208600000;;-148500000;-357100000;-41400000;;-97900000;-120600000;294700000
SWKS;353611;USD;2013;FY;2013-09-30;2013-11-18;187500000;192200000;278100000;103400000;92000000;26200000;4900000;3400000;-14100000;32000000;499700000;-123800000;800000;0;-123000000;0;;-163800000;-172700000;204000000
SWKS;353611;USD;2012;FY;2012-09-30;2012-11-21;185800000;191800000;202000000;102700000;89500000;-109000000;-109200000;-19300000;15200000;4300000;285200000;-94100000;20900000;-229600000;-302800000;0;-48100000;26700000;-86100000;-103700000
SWKS;353611;USD;2011;FY;2011-09-30;2011-11-28;182900000;190700000;226600000;78000000;71900000;-10900000;12900000;-49700000;-14300000;40200000;365600000;-100600000;0;-249300000;-349900000;;-50000000;-6900000;-64500000;-48800000
SWKS;353611;USD;2010;FY;2010-09-30;2010-11-29;175020000;182738000;137294000;55402000;84995000;-54729000;-60198000;-38818000;42869000;1418000;222962000;-88929000;0;-6400000;-95329000;;-80709000;40502000;-38597000;89036000
SWKS;353611;USD;2009;FY;2009-09-30;2010-05-11;167047000;169663000;94983000;50531000;24928000;48363000;29947000;15678000;9219000;-6481000;218805000;-39172000;;-10356000;-49528000;;-51107000;38668000;-30160000;139117000
SWKS;353611;USD;2017;FY;2017-09-30;2017-11-13;184300000;186700000;1010200000;254800000;65200000;141100000;-37100000;-69200000;147800000;99600000;1471300000;-315400000;3200000;-13700000;-325900000;-214600000;-5500000;-378500000;-612400000;533000000
SWKS;353611;USD;2018;FY;2018-09-30;2018-11-15;181300000;183200000;918400000;299200000;122500000;-79500000;-193800000;11900000;-126000000;228400000;1260600000;-430900000;-315500000;-404000000;-1150400000;-243200000;0;-720700000;-993700000;-883500000
ACT;353702;USD;2012;FY;2012-12-31;2013-02-28;125800000;128400000;98300000;578600000;25100000;-36200000;371100000;-6200000;;-401100000;665800000;-138500000;53700000;-5510300000;-5749000000;;5360800000;2700000;5189600000;109700000
ACT;353702;USD;2011;FY;2011-12-31;2012-02-16;124500000;126500000;259100000;447900000;39400000;-114400000;-590900000;-282200000;;758700000;632000000;-138700000;-7500000;-575100000;-719000000;;-28800000;40700000;16400000;-73500000
ACT;353702;USD;2010;FY;2010-12-31;2011-02-22;122400000;124200000;183300000;281900000;16900000;88900000;-57100000;10500000;;135500000;571000000;-64800000;55700000;-67500000;-74100000;;-459700000;48400000;-411300000;81400000
ACT;353702;USD;2009;FY;2009-12-31;2010-08-06;105000000;116400000;222000000;189000000;52800000;-87000000;-108200000;-82200000;;103400000;376800000;-68900000;1000000;-968200000;-1036100000;;323300000;29800000;353100000;-306200000
LOGI;353811;USD;2016;FY;2017-03-31;2017-05-26;162058000;165540000;205876000;50488000;15278000;7086000;;;;;278728000;-31804000;-960000;-66987000;-98964000;-93093000;0;-83786000;-146056000;28338000
LOGI;353811;USD;2015;FY;2016-03-31;2016-05-23;163296000;165792000;119317000;52993000;17718000;-6917000;;;;;183111000;-56615000;-2419000;0;-60690000;-85915000;0;-70358000;-141669000;-17843000
LOGI;353811;USD;2014;FY;2015-03-31;2015-06-05;163536000;166174000;9283000;49665000;150222000;-30538000;;;;;178632000;-45253000;-2550000;-926000;-48289000;-43767000;-1078000;-1663000;-48854000;67626000
LOGI;353811;USD;2013;FY;2014-03-31;2014-11-13;160619000;162526000;74304000;66738000;23507000;40872000;;;;;205421000;-46658000;-300000;-650000;-46803000;-36123000;0;0;-22681000;135588000
LOGI;353811;USD;2012;FY;2013-03-31;2013-05-30;158468000;158468000;-227518000;75337000;243427000;31143000;;;;;122389000;-54487000;-3503000;0;-57723000;-133462000;0;-87812000;-207641000;-144546000
LOGI;353811;USD;2011;FY;2012-03-31;2012-05-30;174648000;175591000;104237000;79475000;16601000;2221000;;;;;202534000;-45232000;6550000;-18814000;-57602000;;;-156036000;-139374000;439000
LOGI;353811;USD;2010;FY;2011-03-31;2011-02-07;176928000;178790000;131173000;76655000;21203000;-72289000;;;;;156742000;-40351000;;1787000;-39861000;;;;46233000;157987000
LOGI;353811;USD;2009;FY;2010-03-31;2010-08-25;177279000;179340000;64957000;70895000;4518000;224889000;;;;;365259000;-39834000;;-388809000;-427830000;;-13630000;-126301000;-108200000;-172815000
LOGI;353811;USD;2017;FY;2018-03-31;2018-05-21;164038000;168971000;208542000;56902000;45691000;35126000;;;;;346261000;-39748000;-1240000;-88323000;-128704000;-104248000;;-30722000;-127873000;94414000
LOGI;353811;USD;2018;FY;2019-03-31;2019-05-17;165609000;168965000;257573000;67651000;36962000;-57005000;;;;;305181000;-35930000;-2717000;-133814000;-173345000;-113971000;;-32449000;-159133000;-37431000
ACIA;353923;USD;2016;FY;2016-12-31;2017-02-23;25307000;29585000;131577000;9168000;10287000;-49818000;;;;;101214000;-17254000;-104151000;;-121491000;;214517000;2634000;199069000;178792000
ACIA;353923;USD;2015;FY;2015-12-31;2016-08-11;6429000;8311000;40520000;4576000;-8130000;-14516000;;;;;22450000;-12110000;;;-12116000;;-2218000;200000;-3847000;6482000
ACIA;353923;USD;2017;FY;2017-12-31;2018-02-22;38920000;41690000;38508000;12280000;7034000;5701000;;;;;63523000;-14112000;-193859000;;-207907000;;0;5678000;5477000;-138907000
ACIA;353923;USD;2018;FY;2018-12-31;2019-02-21;40259000;41997000;4916000;13646000;31927000;32596000;;;;;83085000;-14660000;-41518000;;-95949000;;0;5813000;5813000;-7051000
PH;354246;USD;2017;FY;2017-06-30;2017-08-25;133377547;135559764;983844000;355229000;84600000;-121202000;;;;;1302471000;-189100000;813652000;-3983587000;-3365148000;-345380000;2233385000;-335876000;1782628000;-336767000
PH;354246;USD;2016;FY;2016-06-30;2016-08-26;135353321;136911690;807216000;306843000;17382000;79337000;;;;;1210778000;-130586000;-50831000;-43227000;-264639000;-341962000;-217781000;-587239000;-843358000;41069000
PH;354246;USD;2015;FY;2015-06-30;2015-08-26;142925327;145112150;1012553000;317491000;49524000;-16335000;;;;;1363233000;-195872000;-355937000;18647000;-579163000;-340389000;1482478000;-1432954000;-1106036000;-432971000
PH;354246;USD;2014;FY;2014-06-30;2014-08-22;149099448;151444103;1041418000;336702000;-186325000;196098000;;;;;1387893000;-201972000;-624880000;184905000;-646401000;-278244000;-2186000;-196030000;-958115000;-167857000
PH;354246;USD;2013;FY;2013-06-30;2013-08-29;149218257;151588031;948784000;335624000;91234000;-184707000;;;;;1190935000;-240849000;0;-547629000;-809845000;-255009000;-327477000;-225803000;576174000;943095000
PH;354246;USD;2012;FY;2012-06-30;2012-08-24;151222033;154664510;1155492000;321929000;26289000;26675000;;;;;1530385000;-198413000;0;-156256000;-375768000;-240654000;-3201000;-446370000;-823520000;180851000
PH;354246;USD;2011;FY;2011-06-30;2011-08-26;161125869;164798221;1057150000;339800000;96713000;-326730000;;;;;1166933000;-175005000;;-60227000;-244938000;-206084000;-66375000;-667234000;-915778000;81940000
PH;354246;USD;2010;FY;2010-06-30;2010-08-26;160909655;162901717;556365000;362509000;51008000;248940000;;;;;1218822000;-117293000;;-5451000;-146173000;-162739000;-64289000;-14692000;-649996000;387915000
PH;354246;USD;2009;FY;2009-06-30;2009-11-03;161564111;162719148;510144000;357737000;35617000;225694000;;;;;1129192000;-241747000;;-722635000;-960831000;-161575000;-18303000;-444243000;-274348000;-138437000
PH;354246;USD;2018;FY;2018-06-30;2018-08-24;133004613;135426834;1061315000;466085000;121164000;-48277000;;;;;1600287000;-165786000;3298000;177741000;20090000;-365288000;-943440000;-377359000;-1681972000;-62749000
ETR;354347;USD;2018;FY;2018-12-31;2019-02-26;181409597;183400000;862555000;2040555000;-498302000;-19561000;;;;;2385247000;-4246315000;;;-4105987000;-661889000;1507159000;548719000;1420442000;-300298000
ETR;354347;USD;2017;FY;2017-12-31;2018-02-26;179671797;180500000;425353000;2078578000;-432925000;552494000;;;;;2623500000;-3901618000;;;-3841049000;-642825000;1401404000;60130000;810978000;-406571000
ETR;354347;USD;2016;FY;2016-12-31;2017-02-24;178900000;178900000;-564503000;2123291000;1756640000;-316729000;;;;;2998699000;-4044257000;;;-3850048000;-632624000;1409897000;-82169000;688232000;-163117000
ETR;354347;USD;2015;FY;2015-12-31;2016-02-26;179176356;179176356;-156734000;2117236000;1368670000;-37988000;;;;;3291184000;-2507058000;;;-2608782000;-618655000;148097000;-169726000;-753467000;-71065000
ETR;354347;USD;2014;FY;2014-12-31;2015-02-26;179500000;180296885;960257000;2127892000;462035000;339377000;;;;;3889561000;-2646639000;;;-2954488000;-615628000;776756000;11595000;-252173000;682900000
ETR;354347;USD;2013;FY;2013-12-31;2014-02-27;178211192;178570400;730572000;2012076000;1073398000;-626827000;;;;;3189219000;-2674796000;;;-2601593000;-611839000;-44401000;24527000;-380824000;206557000
ETR;354347;USD;2012;FY;2012-12-31;2013-02-27;177324813;177737565;868363000;1771649000;282527000;17746000;;;;;2940285000;-3688966000;;;-3639797000;-611538000;348128000;62886000;538151000;-161869000
ETR;354347;USD;2011;FY;2011-12-31;2012-02-28;177430208;178370695;1367372000;1745455000;-706800000;722790000;;;;;3128817000;-3321126000;;;-3446853000;-610538000;553509000;-218755000;-282285000;-600034000
ETR;354347;USD;2010;FY;2010-12-31;2011-02-28;186010452;187814235;1270305000;1705331000;836305000;114140000;;;;;3926081000;-2153826000;;;-2574223000;-623917000;-307433000;-827413000;-1767275000;-415079000
ETR;354347;USD;2009;FY;2009-12-31;2010-02-26;192772032;195838068;1251050000;1458861000;671263000;-448016000;;;;;2933158000;-2417165000;;;-2094394000;-596914000;160300000;-586774000;-1048388000;-210940000
ETR;354347;USD;2008;FY;2008-12-31;2009-09-04;190925613;201011588;1240535000;1391689000;176602000;515502000;;;;;3324328000;-2872304000;;;-2590096000;-593070000;969889000;-477576000;-70757000;666763000
RTN;354596;USD;2017;FY;2017-12-31;2018-02-14;291100000;291400000;1999000000;550000000;464000000;-266000000;;14000000;-94000000;-186000000;2745000000;-497000000;;-93000000;-817000000;-910000000;-591000000;-885000000;-2116000000;-188000000
